,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,KL,MAE,TV,runtime,config
385,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10883657277374648,0.9011,0.4427947074769907,0.03084738230679624,0.14842088720404453,3.489009141921997,configs/FGMRES.json
386,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10803353193291794,0.8997,0.4173344392942796,0.03199893493777414,0.1533000718166015,3.4349324703216553,configs/FGMRES.json
387,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10803203175109159,0.9028,0.40248632587067334,0.031405596184700665,0.1512243425398667,3.443495273590088,configs/FGMRES.json
388,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10924022518866054,0.8988,0.39098575439558697,0.03260629336377359,0.15684480308657722,3.3972856998443604,configs/FGMRES.json
389,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,1000,20,0.10998633589933249,0.8993,0.41060872726831105,0.03239230945959724,0.15623952056546117,3.4669978618621826,configs/FGMRES.json
390,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.21745952269171967,0.6349,1.8088315573387663,0.07668041495812819,0.37351838687192196,0.630807638168335,configs/FGMRES.json
391,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.1844703964118496,0.6915,1.640631077400399,0.06625928383589695,0.3257035468560641,0.5789239406585693,configs/FGMRES.json
392,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.2977511373290873,0.3361,2.975433931882203,0.13148093281232717,0.6486663979266495,0.6028022766113281,configs/FGMRES.json
393,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.24871316923843398,0.4635,2.523746030424357,0.10805146011032526,0.5309475530081453,0.5921587944030762,configs/FGMRES.json
394,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.1970618509962289,0.674,1.4607697204838679,0.07054413428103729,0.3450125453931956,0.6058042049407959,configs/FGMRES.json
395,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.2918790133492609,0.3664,3.0357548776725607,0.12184019129730687,0.6037166795095623,0.5597574710845947,configs/FGMRES.json
396,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.2502875864449083,0.4778,2.1121812600425893,0.11007317416865284,0.5437844289689747,0.6495406627655029,configs/FGMRES.json
397,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.20162779164577277,0.6256,1.7140546403237065,0.07795654214584266,0.38193627328204466,0.660499095916748,configs/FGMRES.json
398,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.2290048683949876,0.5672,2.2776090083926674,0.08922716258090577,0.43761335015983494,0.5571894645690918,configs/FGMRES.json
399,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,10,20,0.24696525780755732,0.5417,2.0992493150817877,0.10783273866382743,0.5276165273403589,0.5779435634613037,configs/FGMRES.json
400,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12805412992292925,0.8695,0.6614533712166732,0.04130215499397473,0.2008803830945607,0.9068100452423096,configs/FGMRES.json
401,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12400884873694466,0.8755,0.5382956000250425,0.04478688563047696,0.21584398956512438,0.9093978404998779,configs/FGMRES.json
402,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12884087540489014,0.8462,0.5928848323388943,0.04235739291858073,0.20552539192571345,0.8726668357849121,configs/FGMRES.json
403,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.1311244676692533,0.8656,0.6534326481318509,0.04071495901858777,0.1958777724262084,0.8636472225189209,configs/FGMRES.json
404,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.11907509686709825,0.8827,0.6310733426356134,0.03878096798702837,0.18615202240841744,0.865997314453125,configs/FGMRES.json
405,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12798923010942245,0.8779,0.6744918954089733,0.040453307932648855,0.19417948188726064,0.8873739242553711,configs/FGMRES.json
406,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.1248806972199948,0.8821,0.562891711091049,0.04231199892436806,0.2055300874712828,0.9051012992858887,configs/FGMRES.json
407,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12924448413007883,0.8753,0.5807316344717488,0.045459878411148055,0.21968097500071432,0.886857271194458,configs/FGMRES.json
408,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12464610239623782,0.8802,0.5913191117667902,0.044096110231958016,0.21361520030275705,0.8822588920593262,configs/FGMRES.json
409,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,100,20,0.12405869531879961,0.8763,0.6260650799413922,0.03925180615829593,0.18991543733395233,0.8811953067779541,configs/FGMRES.json
410,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11402712188761974,0.8908,0.40546595112616995,0.03919968870500472,0.189410338735274,3.8623335361480713,configs/FGMRES.json
411,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11286537141215273,0.8855,0.38979882221671225,0.03819309144959241,0.18410759789552247,3.636261463165283,configs/FGMRES.json
412,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11326460236031063,0.8855,0.42053869517243275,0.03840905045892436,0.18470633589522062,4.053298234939575,configs/FGMRES.json
413,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11176553635389723,0.89,0.37964483549306527,0.03746324674341718,0.18056878539250526,3.7466540336608887,configs/FGMRES.json
414,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11361391488006486,0.8893,0.3843539407479573,0.03849664910951053,0.1857572676028826,3.7523488998413086,configs/FGMRES.json
415,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11437224759428329,0.8851,0.3982991359764829,0.040804351730286334,0.19692143897738676,3.8469762802124023,configs/FGMRES.json
416,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.1135838067701463,0.8782,0.3849658812218932,0.037509814007725226,0.18046685466382656,3.8987650871276855,configs/FGMRES.json
417,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11283129381568895,0.8894,0.3971749152979948,0.03814388305530234,0.18424521826619483,3.8380062580108643,configs/FGMRES.json
418,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11222189242716145,0.8907,0.3955931857327423,0.038021798824951034,0.18330318777412027,3.890781879425049,configs/FGMRES.json
419,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.99,1000,20,0.11170053299537488,0.89,0.37669044946806113,0.03863392401616011,0.18604596663608833,3.922776222229004,configs/FGMRES.json
420,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.1970460004608034,0.6602,3.371284151779738,0.0794732651601758,0.38455315938544754,0.579993486404419,configs/FGMRES.json
421,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.281776196475324,0.3121,4.879508986902888,0.13109826089399054,0.6363967504336806,0.622204065322876,configs/FGMRES.json
422,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.24313264905341817,0.5277,3.43550313328173,0.1032911891649669,0.5065712608289584,0.6229615211486816,configs/FGMRES.json
423,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.24264334691953876,0.6014,3.146415916983402,0.09424592904927884,0.46359492917276673,0.6161713600158691,configs/FGMRES.json
424,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.2646366566017402,0.5396,3.9062691969893653,0.09891040662430753,0.4849468094085894,0.7161996364593506,configs/FGMRES.json
425,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.22499133950786893,0.6442,3.2015913393295876,0.08581907386988567,0.4171807939541003,0.6406786441802979,configs/FGMRES.json
426,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.2705173360149735,0.5208,4.08228147370615,0.10413189891494648,0.5103551754892657,0.6178939342498779,configs/FGMRES.json
427,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.2511579568328469,0.4727,3.491989956155209,0.10669090122728471,0.5229652788112331,0.6397686004638672,configs/FGMRES.json
428,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.25845561420460716,0.3521,3.1435587092468533,0.12265396576841762,0.601689636222463,0.5952146053314209,configs/FGMRES.json
429,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,10,20,0.21137324099611052,0.5794,3.1564467644944396,0.08442546028681819,0.4118152718048221,0.624915599822998,configs/FGMRES.json
430,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.14163357549632952,0.8697,0.8210188128473981,0.06278909130019075,0.30464697747345565,1.2087228298187256,configs/FGMRES.json
431,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.14427020611323674,0.8105,0.7250427623202802,0.0633669492628317,0.3093766262623632,1.2173817157745361,configs/FGMRES.json
432,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.1392886161414832,0.8744,0.8094534498446471,0.05957225719913043,0.28991145421145964,1.1815390586853027,configs/FGMRES.json
433,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.14650636630857383,0.8728,0.7336095065053534,0.06687736747379482,0.32677960524473426,1.1371774673461914,configs/FGMRES.json
434,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.1392430481734612,0.8634,0.7024849113782016,0.06045512582557586,0.2936895187522557,1.146054983139038,configs/FGMRES.json
435,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.137429382761959,0.8102,0.6749858752158951,0.06007036264017359,0.2923789432884731,1.1367833614349365,configs/FGMRES.json
436,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.1416511023863731,0.8684,0.7206766769847879,0.06032336152810497,0.29406625096422234,1.113802194595337,configs/FGMRES.json
437,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.14341344947594167,0.869,0.7796191746594866,0.0663198134128518,0.3212386802418725,1.1765308380126953,configs/FGMRES.json
438,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.14003665356730874,0.8783,0.6720585287434633,0.06614100255343201,0.3226831648935818,1.1788194179534912,configs/FGMRES.json
439,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,100,20,0.1439164388129241,0.8133,0.8198583455016011,0.0628577000371868,0.30421942421574727,1.1692612171173096,configs/FGMRES.json
440,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.1377216228778932,0.8781,0.535906387264429,0.0633671669681374,0.3097816081918734,7.02769660949707,configs/FGMRES.json
441,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.13685380382142626,0.8766,0.5337766074122687,0.06114864306506094,0.2981558997368595,6.782750606536865,configs/FGMRES.json
442,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.1371473585951588,0.8715,0.5773492117950277,0.06171260260249254,0.3006042468611058,6.413311958312988,configs/FGMRES.json
443,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.13734946982045,0.8754,0.5577442696498845,0.06283645658874314,0.307107906258261,7.1414430141448975,configs/FGMRES.json
444,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.13763027503645608,0.8753,0.5609631570894721,0.06177916488163123,0.3011893040262405,6.650940895080566,configs/FGMRES.json
445,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.137921724915948,0.8732,0.5448049798996674,0.06407899342630594,0.3120315624498045,6.817018747329712,configs/FGMRES.json
446,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.13726906356141816,0.8744,0.5655193245748368,0.0621706837956039,0.30370082192581765,6.78684139251709,configs/FGMRES.json
447,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.999,1000,20,0.13572218122506358,0.8753,0.5663025994695378,0.060009521025682785,0.2922360605441942,7.000145435333252,configs/FGMRES.json
